date,spy_price,msft_price,eth_price,oil_price,spy_earnings,msft_earnings,eth_fees,oil_consumption,GS3M,GS10
2023-04-11,4108.94,282.83,1889.86,81.49,15643943.44,50.12,145765.25,599157.0,4.89,3.43
2023-04-12,4091.95,283.49,1916.58,83.09,15643943.44,50.12,134909.36,599157.0,4.87,3.41
2023-04-13,4146.22,289.84,2012.11,82.04,15643943.44,50.12,157414.61,599157.0,4.95,3.45
2023-04-14,4137.64,286.14,2099.98,82.43,15643943.44,50.12,145076.73,599157.0,4.98,3.52
2023-04-17,4151.32,288.8,2074.74,80.83,15643943.44,50.12,109702.77,599157.0,5.06,3.6
2023-04-18,4154.87,288.37,2103.34,80.9,15643943.44,50.12,105831.72,599157.0,5.04,3.58
2023-04-19,4154.52,288.45,1935.97,79.24,15643943.44,50.12,126140.67,599157.0,5.01,3.6
2023-04-20,4129.79,286.11,1942.72,77.37,15643943.44,50.12,116432.23,599157.0,4.97,3.54
2023-04-21,4133.52,285.76,1849.81,77.71,15643943.44,50.12,89373.79,599157.0,4.98,3.57
2023-04-24,4137.04,281.77,1841.88,78.6,15643943.44,50.12,74557.54,599157.0,5.04,3.52
2023-04-25,4071.63,275.42,1865.95,76.87,15643943.44,50.12,106935.25,599157.0,4.97,3.4
2023-04-26,4055.99,295.37,1866.05,74.19,15643943.44,50.12,134768.1,599157.0,5.0,3.43
2023-04-27,4135.35,304.83,1908.81,74.58,15643943.44,50.12,127564.09,599157.0,5.03,3.53
2023-04-28,4169.48,307.26,1891.14,76.61,15643943.44,50.12,122789.09,599157.0,4.95,3.44
2023-05-01,4167.87,305.56,1830.75,75.51,15643943.44,50.12,74602.94,630027.0,5.1,3.59
2023-05-02,4119.58,305.41,1869.74,71.55,15643943.44,50.12,90554.53,630027.0,5.08,3.44
2023-05-03,4090.75,304.4,1904.74,68.55,15643943.44,50.12,94414.04,630027.0,5.09,3.38
2023-05-04,4061.22,305.41,1877.06,68.51,15643943.44,50.12,99179.71,630027.0,5.1,3.37
2023-05-05,4136.25,310.65,1993.33,71.27,15643943.44,50.12,113542.83,630027.0,5.1,3.44
2023-05-08,4138.12,308.65,1847.48,73.07,15643943.44,50.12,65657.92,630027.0,5.15,3.52
2023-05-09,4119.17,307.0,1846.56,73.62,15643943.44,50.12,117726.97,630027.0,5.13,3.53
2023-05-10,4137.64,312.31,1840.92,72.52,15643943.44,50.12,90272.19,630027.0,5.08,3.43
2023-05-11,4130.62,310.11,1794.71,70.88,15643943.44,50.12,94874.0,630027.0,5.04,3.39
2023-05-12,4124.08,308.97,1807.31,70.02,15643943.44,50.12,104237.2,630027.0,5.08,3.46
2023-05-15,4136.28,309.46,1817.11,71.09,15643943.44,50.12,137694.99,630027.0,5.06,3.5
2023-05-16,4109.9,311.74,1823.98,70.84,15643943.44,50.12,150057.29,630027.0,5.07,3.54
2023-05-17,4158.77,314.0,1821.73,72.89,15643943.44,50.12,125232.29,630027.0,5.1,3.57
2023-05-18,4198.05,318.52,1800.99,71.94,15643943.44,50.12,146643.72,630027.0,5.14,3.65
2023-05-19,4191.98,318.34,1812.32,71.69,15643943.44,50.12,121004.46,630027.0,5.12,3.7
2023-05-22,4192.63,321.18,1817.19,72.05,15643943.44,50.12,105451.23,630027.0,5.24,3.72
2023-05-23,4145.58,315.26,1854.08,72.85,15643943.44,50.12,128967.1,630027.0,5.18,3.7
2023-05-24,4115.24,313.85,1799.91,74.29,15643943.44,50.12,113051.79,630027.0,5.21,3.73
2023-05-25,4151.28,325.92,1805.69,71.93,15643943.44,50.12,113924.16,630027.0,5.21,3.83
2023-05-26,4205.45,332.89,1827.8,72.76,15643943.44,50.12,115028.88,630027.0,5.16,3.8
2023-05-30,4205.52,331.21,1900.59,69.6,15643943.44,50.12,107877.07,630027.0,5.28,3.69
2023-05-31,4179.83,328.39,1873.63,68.24,15643943.44,50.12,122857.05,630027.0,5.26,3.64
2023-06-01,4221.02,332.58,1861.77,70.2,15643943.44,50.12,132757.87,622656.0,5.24,3.61
2023-06-02,4282.37,335.4,1907.1,71.84,15643943.44,50.12,122405.47,622656.0,5.23,3.69
2023-06-05,4273.79,335.94,1811.2,72.26,15643943.44,50.12,95393.68,622656.0,5.2,3.69
2023-06-06,4283.85,333.68,1884.17,71.85,15643943.44,50.12,96083.06,622656.0,5.18,3.7
2023-06-07,4267.52,323.38,1832.1,72.64,15643943.44,50.12,108547.5,622656.0,5.16,3.79
2023-06-08,4293.93,325.26,1845.68,71.44,15643943.44,50.12,163878.07,622656.0,5.12,3.73
2023-06-09,4298.86,326.79,1840.41,70.33,15643943.44,50.12,144155.71,622656.0,5.11,3.75
2023-06-12,4338.93,331.85,1742.6,67.29,15643943.44,50.12,183326.38,622656.0,5.14,3.73
2023-06-13,4369.01,334.29,1739.6,69.58,15643943.44,50.12,190584.04,622656.0,5.11,3.84
2023-06-14,4372.59,337.34,1650.96,68.46,15643943.44,50.12,116050.85,622656.0,5.1,3.83
2023-06-15,4425.84,348.1,1666.96,70.81,15643943.44,50.12,135062.57,622656.0,5.07,3.72
2023-06-16,4409.59,342.33,1717.92,71.93,15643943.44,50.12,159261.79,622656.0,5.09,3.77
2023-06-20,4388.71,338.05,1791.61,71.19,15643943.44,50.12,273292.95,622656.0,5.14,3.74
2023-06-21,4365.69,333.56,1889.87,72.52,15643943.44,50.12,265006.67,622656.0,5.15,3.72
2023-06-22,4381.89,339.71,1872.32,69.63,15643943.44,50.12,270449.71,622656.0,5.15,3.8
2023-06-23,4348.33,335.02,1891.97,69.32,15643943.44,50.12,197281.67,622656.0,5.15,3.74
2023-06-26,4328.82,328.6,1859.0,69.54,15643943.44,50.12,350981.09,622656.0,5.24,3.72
2023-06-27,4378.41,334.57,1889.51,67.9,15643943.44,50.12,216392.73,622656.0,5.19,3.77
2023-06-28,4376.86,335.85,1827.95,69.73,15643943.44,50.12,267429.66,622656.0,5.18,3.71
2023-06-29,4396.44,335.05,1851.92,70.02,15643943.44,50.12,182381.38,622656.0,5.2,3.85
2023-06-30,4450.38,340.54,1933.8,70.78,15786161.32,52.75,195716.12,622656.0,5.17,3.81
2023-07-03,4455.59,337.99,1955.56,69.91,15786161.32,52.75,106440.28,621326.0,5.21,3.86
2023-07-05,4446.82,338.15,1910.43,71.88,15786161.32,52.75,124308.91,621326.0,5.21,3.95
2023-07-06,4411.59,341.27,1848.36,71.79,15786161.32,52.75,127065.15,621326.0,5.23,4.05
2023-07-07,4398.95,337.22,1870.92,73.77,15786161.32,52.75,126152.67,621326.0,5.22,4.06
2023-07-10,4409.53,331.83,1880.42,72.95,15786161.32,52.75,145610.44,621326.0,5.25,4.01
2023-07-11,4439.26,332.47,1878.33,74.71,15786161.32,52.75,283623.97,621326.0,5.25,3.99
2023-07-12,4472.16,337.2,1871.86,75.54,15786161.32,52.75,192573.46,621326.0,5.24,3.86
2023-07-13,4510.04,342.66,2004.77,76.76,15786161.32,52.75,243288.51,621326.0,5.24,3.76
2023-07-14,4505.42,345.24,1938.05,75.32,15786161.32,52.75,139608.99,621326.0,5.25,3.83
2023-07-17,4522.79,345.73,1911.24,74.08,15786161.32,52.75,128856.86,621326.0,5.26,3.81
2023-07-18,4554.98,359.49,1897.58,75.66,15786161.32,52.75,131529.07,621326.0,5.25,3.8
2023-07-19,4565.72,355.08,1888.65,75.29,15786161.32,52.75,108573.05,621326.0,5.26,3.75
2023-07-20,4534.87,346.87,1891.23,75.65,15786161.32,52.75,100457.67,621326.0,5.26,3.85
2023-07-21,4536.34,343.77,1891.75,76.78,15786161.32,52.75,109416.14,621326.0,5.27,3.84
2023-07-24,4554.64,345.11,1850.04,78.4,15786161.32,52.75,78504.51,621326.0,5.28,3.86
2023-07-25,4567.46,350.98,1857.67,79.2,15786161.32,52.75,64580.36,621326.0,5.28,3.91
2023-07-26,4566.75,337.77,1872.0,78.4,15786161.32,52.75,68685.47,621326.0,5.28,3.86
2023-07-27,4537.41,330.72,1861.32,79.63,15786161.32,52.75,63230.59,621326.0,5.28,4.01
2023-07-28,4582.23,338.37,1874.23,80.18,15786161.32,52.75,73122.78,621326.0,5.28,3.96
2023-07-31,4588.96,335.92,1856.17,81.32,15786161.32,52.75,47419.58,621326.0,5.28,3.97
2023-08-01,4576.73,336.34,1874.21,80.92,15786161.32,52.75,57470.57,643804.0,5.27,4.05
2023-08-02,4513.39,327.5,1840.21,79.13,15786161.32,52.75,52904.58,643804.0,5.27,4.08
2023-08-03,4501.89,326.66,1835.98,81.08,15786161.32,52.75,58561.97,643804.0,5.27,4.2
2023-08-04,4478.03,327.78,1830.24,82.27,15786161.32,52.75,67300.21,643804.0,5.28,4.05
2023-08-07,4518.44,330.11,1829.11,81.49,15786161.32,52.75,54278.67,643804.0,5.29,4.09
2023-08-08,4499.38,326.05,1856.24,82.36,15786161.32,52.75,77111.36,643804.0,5.3,4.02
2023-08-09,4467.71,322.23,1855.36,83.69,15786161.32,52.75,62791.59,643804.0,5.28,4.0
2023-08-10,4468.83,322.93,1852.46,82.29,15786161.32,52.75,60990.76,643804.0,5.28,4.09
2023-08-11,4464.05,321.01,1848.88,82.57,15786161.32,52.75,86362.84,643804.0,5.28,4.16
2023-08-14,4489.72,324.04,1845.51,81.92,15786161.32,52.75,48001.72,643804.0,5.29,4.19
2023-08-15,4437.86,321.86,1828.98,80.5,15786161.32,52.75,58043.39,643804.0,5.29,4.21
2023-08-16,4404.33,320.4,1807.81,79.02,15786161.32,52.75,72796.01,643804.0,5.29,4.28
2023-08-17,4370.36,316.88,1683.89,79.9,15786161.32,52.75,77525.64,643804.0,5.29,4.3
2023-08-18,4369.71,316.48,1661.26,80.66,15786161.32,52.75,66052.44,643804.0,5.28,4.26
2023-08-21,4399.77,321.88,1667.6,80.12,15786161.32,52.75,82416.93,643804.0,5.3,4.34
2023-08-22,4387.55,322.46,1634.29,79.64,15786161.32,52.75,90321.89,643804.0,5.3,4.34
2023-08-23,4436.01,327.0,1679.93,78.59,15786161.32,52.75,87014.93,643804.0,5.3,4.19
2023-08-24,4376.31,319.97,1660.89,78.66,15786161.32,52.75,103334.09,643804.0,5.31,4.23
2023-08-25,4405.71,322.98,1653.74,79.49,15786161.32,52.75,100443.31,643804.0,5.34,4.25
2023-08-28,4433.31,323.7,1653.22,79.67,15786161.32,52.75,87221.79,643804.0,5.34,4.2
2023-08-29,4497.63,328.41,1729.69,80.68,15786161.32,52.75,105413.98,643804.0,5.33,4.12
2023-08-30,4514.87,328.79,1705.22,81.12,15786161.32,52.75,147160.88,643804.0,5.32,4.12
2023-08-31,4507.66,327.76,1645.82,82.96,15786161.32,52.75,209208.86,643804.0,5.32,4.09
2023-09-01,4515.77,328.66,1629.0,84.75,15786161.32,52.75,105530.5,604637.0,5.3,4.18
2023-09-05,4496.83,333.55,1634.46,86.01,15786161.32,52.75,171581.66,604637.0,5.32,4.27
2023-09-06,4465.48,332.88,1633.18,86.79,15786161.32,52.75,223227.08,604637.0,5.31,4.3
2023-09-07,4451.14,329.91,1648.09,86.15,15786161.32,52.75,306938.33,604637.0,5.3,4.27
2023-09-08,4457.49,334.27,1636.45,86.81,15786161.32,52.75,203675.25,604637.0,5.31,4.26
2023-09-11,4487.46,337.94,1551.89,86.66,15786161.32,52.75,88424.95,604637.0,5.32,4.29
2023-09-12,4461.9,331.77,1592.5,88.16,15786161.32,52.75,93213.87,604637.0,5.32,4.27
2023-09-13,4467.44,336.06,1607.63,87.88,15786161.32,52.75,95758.98,604637.0,5.31,4.25
2023-09-14,4505.1,338.7,1626.49,89.61,15786161.32,52.75,89897.55,604637.0,5.31,4.29
2023-09-15,4450.32,330.22,1641.31,90.02,15786161.32,52.75,118960.76,604637.0,5.32,4.33
2023-09-18,4453.53,329.06,1636.92,90.58,15786161.32,52.75,74136.04,604637.0,5.31,4.32
2023-09-19,4443.95,328.65,1643.08,90.48,15786161.32,52.75,69505.01,604637.0,5.31,4.37
2023-09-20,4402.2,320.77,1622.28,89.66,15786161.32,52.75,62748.7,604637.0,5.33,4.35
2023-09-21,4330.0,319.53,1584.03,88.32,15786161.32,52.75,69632.31,604637.0,5.33,4.49
2023-09-22,4320.06,317.01,1593.1,88.35,15786161.32,52.75,68329.56,604637.0,5.32,4.44
2023-09-25,4337.44,317.54,1588.62,88.17,15786161.32,52.75,51893.29,604637.0,5.35,4.55
2023-09-26,4273.53,312.14,1594.04,88.78,15786161.32,52.75,63539.85,604637.0,5.34,4.56
2023-09-27,4274.51,312.79,1598.49,91.3,15786161.32,52.75,55622.44,604637.0,5.34,4.61
2023-09-28,4299.7,313.64,1652.89,89.59,15786161.32,52.75,111887.42,604637.0,5.32,4.59
2023-09-29,4288.05,315.75,1667.72,88.8,15786161.32,52.75,68613.55,604637.0,5.32,4.59
2023-10-02,4288.39,321.8,1662.79,87.17,15870989.0,52.86,28729.17,639575.0,5.35,4.69
2023-10-03,4229.45,313.39,1656.88,87.44,15870989.0,52.86,35060.33,639575.0,5.35,4.81
2023-10-04,4263.75,318.95,1647.05,82.55,15870989.0,52.86,40008.02,639575.0,5.34,4.73
2023-10-05,4258.19,319.36,1611.58,80.81,15870989.0,52.86,51429.18,639575.0,5.34,4.72
2023-10-06,4308.5,327.26,1645.62,81.28,15870989.0,52.86,41847.64,639575.0,5.36,4.78
2023-10-09,4335.66,329.82,1579.74,84.6,15870989.0,52.86,20092.64,639575.0,5.36,4.78
2023-10-10,4358.24,328.39,1567.6,84.13,15870989.0,52.86,23511.87,639575.0,5.34,4.66
2023-10-11,4376.95,332.42,1566.88,82.07,15870989.0,52.86,15617.44,639575.0,5.34,4.58
2023-10-12,4349.61,331.16,1539.7,81.8,15870989.0,52.86,17902.58,639575.0,5.35,4.7
2023-10-13,4327.78,327.73,1552.17,86.35,15870989.0,52.86,12498.64,639575.0,5.35,4.63
2023-10-16,4373.63,332.64,1599.48,85.26,15870989.0,52.86,9904.13,639575.0,5.34,4.71
2023-10-17,4373.2,332.06,1564.99,85.44,15870989.0,52.86,9965.48,639575.0,5.35,4.83
2023-10-18,4314.6,330.11,1563.43,87.27,15870989.0,52.86,9897.24,639575.0,5.34,4.91
2023-10-19,4278.0,331.32,1566.79,88.37,15870989.0,52.86,9679.13,639575.0,5.33,4.98
2023-10-20,4224.16,326.67,1603.89,88.08,15870989.0,52.86,9558.37,639575.0,5.31,4.93
2023-10-23,4217.04,329.32,1763.75,84.42,15870989.0,52.86,8220.24,639575.0,5.32,4.86
2023-10-24,4247.68,330.53,1784.88,82.97,15870989.0,52.86,7702.47,639575.0,5.31,4.83
2023-10-25,4186.77,340.67,1787.0,84.69,15870989.0,52.86,8829.35,639575.0,5.32,4.95
2023-10-26,4137.23,327.89,1803.13,82.54,15870989.0,52.86,6180.89,639575.0,5.32,4.86
2023-10-27,4117.37,329.81,1779.54,84.7,15870989.0,52.86,8226.79,639575.0,5.32,4.84
2023-10-30,4166.82,337.31,1809.05,81.68,15870989.0,52.86,4892.2,639575.0,5.33,4.88
2023-10-31,4193.8,338.11,1815.13,80.5,15870989.0,52.86,5780.17,639575.0,5.33,4.88
2023-11-01,4237.86,346.07,1846.6,80.1,15870989.0,52.86,5448.0,622169.0,5.31,4.77
2023-11-02,4317.78,348.32,1800.27,82.16,15870989.0,52.86,3981.92,622169.0,5.28,4.67
2023-11-03,4358.34,352.8,1832.29,80.23,15870989.0,52.86,3905.51,622169.0,5.27,4.57
2023-11-06,4365.98,356.53,1900.98,80.6,15870989.0,52.86,3407.48,622169.0,5.29,4.67
2023-11-07,4378.38,360.53,1885.97,77.21,15870989.0,52.86,4174.8,622169.0,5.28,4.58
2023-11-08,4382.78,363.2,1889.29,75.31,15870989.0,52.86,3782.55,622169.0,5.28,4.49
2023-11-09,4347.35,360.69,2120.16,75.75,15870989.0,52.86,3754.3,622169.0,5.27,4.62
2023-11-10,4415.24,369.67,2077.78,77.15,15870989.0,52.86,3699.22,622169.0,5.26,4.61
2023-11-13,4411.55,366.68,2054.18,78.19,15870989.0,52.86,2824.94,622169.0,5.28,4.63
2023-11-14,4495.7,370.27,1979.1,78.17,15870989.0,52.86,3004.23,622169.0,5.26,4.44
2023-11-15,4502.88,369.67,2058.93,76.79,15870989.0,52.86,3076.18,622169.0,5.26,4.53
2023-11-16,4508.24,376.17,1961.76,73.09,15870989.0,52.86,3404.83,622169.0,5.25,4.45
2023-11-17,4514.02,369.85,1960.8,76.04,15870989.0,52.86,2579.53,622169.0,5.25,4.44
2023-11-20,4547.38,377.44,2021.49,77.83,15870989.0,52.86,2313.52,622169.0,5.27,4.42
2023-11-21,4538.19,373.07,1934.62,77.92,15870989.0,52.86,3064.89,622169.0,5.26,4.41
2023-11-22,4556.62,377.85,2063.05,77.25,15870989.0,52.86,3134.5,622169.0,5.27,4.42
2023-11-24,4559.34,377.43,2080.62,75.77,15870989.0,52.86,2842.57,622169.0,5.28,4.47
2023-11-27,4550.43,378.61,2027.51,75.09,15870989.0,52.86,2883.33,622169.0,5.28,4.39
2023-11-28,4554.89,382.7,2048.47,76.59,15870989.0,52.86,3845.42,622169.0,5.27,4.34
2023-11-29,4550.58,378.85,2028.99,77.99,15870989.0,52.86,3637.76,622169.0,5.25,4.27
2023-11-30,4567.8,378.91,2051.56,76.05,15870989.0,52.86,3682.48,622169.0,5.25,4.37
2023-12-01,4594.63,374.51,2087.21,74.25,15870989.0,52.86,3163.15,632282.0,5.23,4.22
2023-12-04,4569.78,369.14,2243.54,73.32,15870989.0,52.86,2943.96,632282.0,5.26,4.28
2023-12-05,4567.18,372.52,2293.34,72.53,15870989.0,52.86,4090.94,632282.0,5.25,4.18
2023-12-06,4549.34,368.8,2233.45,69.65,15870989.0,52.86,2660.74,632282.0,5.25,4.12
2023-12-07,4585.59,370.95,2355.8,69.59,15870989.0,52.86,2492.77,632282.0,5.24,4.14
2023-12-08,4604.37,374.23,2358.42,71.44,15870989.0,52.86,2602.45,632282.0,5.24,4.23
2023-12-11,4622.44,371.3,2225.34,71.56,15870989.0,52.86,2058.76,632282.0,5.26,4.23
2023-12-12,4643.7,374.38,2203.49,68.85,15870989.0,52.86,4093.53,632282.0,5.26,4.2
2023-12-13,4707.09,374.37,2260.18,69.72,15870989.0,52.86,3889.52,632282.0,5.24,4.04
2023-12-14,4719.55,365.93,2315.64,71.91,15870989.0,52.86,2199.49,632282.0,5.23,3.92
2023-12-15,4719.19,370.73,2220.41,71.78,15870989.0,52.86,2042.71,632282.0,5.24,3.91
2023-12-18,4740.56,372.65,2218.8,72.82,15870989.0,52.86,1038.33,632282.0,5.26,3.95
2023-12-19,4768.37,373.26,2177.44,73.94,15870989.0,52.86,1104.13,632282.0,5.23,3.93
2023-12-20,4698.35,370.62,2202.19,74.45,15870989.0,52.86,862.37,632282.0,5.24,3.86
2023-12-21,4746.75,373.54,2239.62,74.06,15870989.0,52.86,657.23,632282.0,5.22,3.89
2023-12-22,4754.63,374.58,2324.23,73.73,15870989.0,52.86,832.92,632282.0,5.24,3.9
2023-12-26,4774.75,374.66,2230.74,75.71,15870989.0,52.86,903.41,632282.0,5.25,3.89
2023-12-27,4781.58,374.07,2378.63,74.34,15870989.0,52.86,1026.57,632282.0,5.24,3.79
2023-12-28,4783.35,375.28,2344.47,71.97,15870989.0,52.86,1032.05,632282.0,5.25,3.84
2023-12-29,4769.83,376.04,2299.24,71.84,15870989.0,52.86,811.26,632282.0,5.2,3.88
2024-01-02,4742.83,370.87,2355.27,70.62,16138061.65,56.19,540.1,607196.0,5.22,3.95
2024-01-03,4704.81,370.6,2209.49,72.89,16138061.65,56.19,548.06,607196.0,5.24,3.91
2024-01-04,4688.68,367.94,2267.27,72.36,16138061.65,56.19,628.21,607196.0,5.24,3.99
2024-01-05,4697.24,367.75,2268.12,73.86,16138061.65,56.19,685.47,607196.0,5.24,4.05
2024-01-08,4763.54,374.69,2330.98,70.92,16138061.65,56.19,552.55,607196.0,5.25,4.01
2024-01-09,4756.5,375.79,2344.67,72.29,16138061.65,56.19,496.4,607196.0,5.24,4.02
2024-01-10,4783.45,382.77,2581.79,71.44,16138061.65,56.19,510.79,607196.0,5.23,4.04
2024-01-11,4780.24,384.63,2618.08,72.09,16138061.65,56.19,972.64,607196.0,5.23,3.98
2024-01-12,4783.83,388.47,2523.98,72.79,16138061.65,56.19,651.13,607196.0,5.22,3.96
2024-01-16,4765.98,390.27,2588.64,72.52,16138061.65,56.19,517.0,607196.0,5.22,4.07
2024-01-17,4739.21,389.47,2531.26,72.48,16138061.65,56.19,432.78,607196.0,5.24,4.1
2024-01-18,4780.94,393.87,2469.77,73.95,16138061.65,56.19,475.05,607196.0,5.22,4.14
2024-01-19,4839.81,398.67,2491.81,73.25,16138061.65,56.19,508.21,607196.0,5.22,4.15
2024-01-22,4850.43,396.51,2313.64,74.76,16138061.65,56.19,369.17,607196.0,5.22,4.11
2024-01-23,4864.6,398.9,2243.74,74.27,16138061.65,56.19,374.48,607196.0,5.21,4.14
2024-01-24,4868.55,402.56,2234.64,74.98,16138061.65,56.19,380.17,607196.0,5.21,4.18
2024-01-25,4894.16,404.87,2217.71,77.19,16138061.65,56.19,415.96,607196.0,5.21,4.14
2024-01-26,4890.97,403.93,2267.55,77.86,16138061.65,56.19,346.69,607196.0,5.21,4.15
2024-01-29,4927.93,409.72,2317.79,76.67,16138061.65,56.19,354.48,607196.0,5.22,4.08
2024-01-30,4924.97,408.59,2343.11,77.65,16138061.65,56.19,367.98,607196.0,5.21,4.06
2024-01-31,4845.65,397.58,2283.14,75.71,16138061.65,56.19,388.56,607196.0,5.22,3.99
2024-02-01,4906.19,403.78,2304.28,73.79,16138061.65,56.19,393.09,578507.0,5.22,3.87
2024-02-02,4958.61,411.22,2309.28,72.3,16138061.65,56.19,437.85,578507.0,5.23,4.03
2024-02-05,4942.81,405.65,2301.83,72.85,16138061.65,56.19,339.36,578507.0,5.22,4.17
2024-02-06,4954.23,405.49,2372.65,73.37,16138061.65,56.19,359.35,578507.0,5.23,4.09
2024-02-07,4995.06,414.05,2424.64,73.91,16138061.65,56.19,328.58,578507.0,5.23,4.09
2024-02-08,4997.91,414.11,2419.56,76.19,16138061.65,56.19,346.0,578507.0,5.23,4.15
2024-02-09,5026.61,420.55,2486.24,76.77,16138061.65,56.19,401.84,578507.0,5.24,4.17
2024-02-12,5021.84,415.26,2657.87,76.82,16138061.65,56.19,279.77,578507.0,5.23,4.17
2024-02-13,4953.17,406.32,2640.1,77.56,16138061.65,56.19,349.19,578507.0,5.25,4.31
2024-02-14,5000.62,409.49,2775.12,76.36,16138061.65,56.19,364.7,578507.0,5.23,4.27
2024-02-15,5029.73,406.56,2822.59,77.59,16138061.65,56.19,340.37,578507.0,5.23,4.24
2024-02-16,5005.57,404.06,2801.8,78.46,16138061.65,56.19,396.23,578507.0,5.24,4.3
2024-02-20,4975.51,402.79,3015.38,77.04,16138061.65,56.19,312.11,578507.0,5.24,4.27
2024-02-21,4981.8,402.18,2971.18,77.31,16138061.65,56.19,358.28,578507.0,5.24,4.32
2024-02-22,5087.03,411.65,2972.46,77.93,16138061.65,56.19,431.84,578507.0,5.25,4.33
2024-02-23,5088.8,410.34,2922.24,76.08,16138061.65,56.19,384.53,578507.0,5.26,4.26
2024-02-26,5069.53,407.54,3175.94,77.09,16138061.65,56.19,229.01,578507.0,5.26,4.28
2024-02-27,5078.18,407.48,3242.14,78.23,16138061.65,56.19,289.43,578507.0,5.25,4.31
2024-02-28,5069.76,407.72,3383.03,77.83,16138061.65,56.19,308.86,578507.0,5.24,4.27
2024-02-29,5096.27,413.64,3339.26,77.45,16138061.65,56.19,234.28,578507.0,5.25,4.25
2024-03-01,5137.08,415.5,3433.51,79.09,16138061.65,56.19,237.09,616191.0,5.23,4.19
2024-03-04,5130.95,414.92,3626.34,78.17,16138061.65,56.19,183.9,616191.0,5.24,4.22
2024-03-05,5078.65,402.65,3556.03,77.41,16138061.65,56.19,209.94,616191.0,5.23,4.13
2024-03-06,5104.76,402.09,3814.56,78.41,16138061.65,56.19,265.26,616191.0,5.24,4.11
2024-03-07,5157.36,409.14,3869.69,78.32,16138061.65,56.19,333.52,616191.0,5.24,4.09
2024-03-08,5123.69,406.22,3883.2,77.5,16138061.65,56.19,279.65,616191.0,5.24,4.09
2024-03-11,5117.94,404.52,4065.02,77.53,16138061.65,56.19,223.3,616191.0,5.24,4.1
2024-03-12,5175.27,415.28,3979.3,77.25,16138061.65,56.19,233.12,616191.0,5.25,4.16
2024-03-13,5165.31,415.1,4004.29,79.3,16138061.65,56.19,249.11,616191.0,5.25,4.19
2024-03-14,5150.48,425.22,3883.94,80.74,16138061.65,56.19,271.9,616191.0,5.25,4.29
2024-03-15,5117.09,416.42,3741.12,80.58,16138061.65,56.19,252.78,616191.0,5.25,4.31
2024-03-18,5149.42,417.32,3520.3,82.16,16138061.65,56.19,222.76,616191.0,5.25,4.34
2024-03-19,5178.51,421.41,3165.2,82.73,16138061.65,56.19,260.55,616191.0,5.24,4.3
2024-03-20,5224.62,425.23,3514.73,81.27,16138061.65,56.19,9658.63,616191.0,5.24,4.27
2024-03-21,5241.53,429.37,3493.23,80.64,16138061.65,56.19,274.16,616191.0,5.25,4.27
2024-03-22,5234.18,428.74,3334.12,80.17,16138061.65,56.19,254.85,616191.0,5.24,4.22
2024-03-25,5218.19,422.86,3590.62,81.38,16138061.65,56.19,201.08,616191.0,5.23,4.25
2024-03-26,5203.58,421.65,3587.5,81.04,16138061.65,56.19,215.49,616191.0,5.22,4.24
2024-03-27,5248.49,421.43,3500.43,80.78,16138061.65,56.19,226.84,616191.0,5.22,4.2
2024-03-28,5254.35,420.72,3559.43,82.42,16138061.65,56.19,290.81,616191.0,5.23,4.2
2024-04-01,5243.77,424.57,3502.82,82.82,16272726.21,56.52,649.32,600252.0,5.23,4.33
2024-04-02,5205.81,421.44,3277.99,84.22,16272726.21,56.52,535.69,600252.0,5.22,4.36
2024-04-03,5211.49,420.45,3310.62,84.61,16272726.21,56.52,570.48,600252.0,5.22,4.36
2024-04-04,5147.21,417.88,3327.45,85.81,16272726.21,56.52,782.11,600252.0,5.21,4.31
2024-04-05,5204.34,425.52,3317.84,86.1,16272726.21,56.52,360.02,600252.0,5.23,4.39
2024-04-08,5202.39,424.59,3694.93,85.53,16272726.21,56.52,260.74,600252.0,5.23,4.42
2024-04-09,5209.91,426.28,3506.96,84.46,16272726.21,56.52,316.66,600252.0,5.23,4.36
2024-04-10,5160.64,423.26,3545.16,85.44,16272726.21,56.52,289.09,600252.0,5.25,4.55
2024-04-11,5199.06,427.93,3502.55,84.45,16272726.21,56.52,323.82,600252.0,5.25,4.56
2024-04-12,5123.41,421.9,3239.86,85.08,16272726.21,56.52,355.78,600252.0,5.25,4.5
2024-04-15,5061.82,413.64,3100.94,84.86,16272726.21,56.52,295.14,600252.0,5.25,4.63
2024-04-16,5051.41,414.58,3083.43,84.83,16272726.21,56.52,389.42,600252.0,5.25,4.67
2024-04-17,5022.21,411.84,2985.82,82.15,16272726.21,56.52,349.63,600252.0,5.25,4.59
2024-04-18,5011.12,404.27,3064.48,82.1,16272726.21,56.52,381.55,600252.0,5.25,4.64
2024-04-19,4967.23,399.12,3056.23,82.22,16272726.21,56.52,340.62,600252.0,5.25,4.62
2024-04-22,5010.6,400.96,3200.62,81.9,16272726.21,56.52,271.56,600252.0,5.22,4.62
2024-04-23,5070.55,407.57,3220.13,82.56,16272726.21,56.52,242.54,600252.0,5.25,4.61
2024-04-24,5071.63,409.06,3141.03,82.09,16272726.21,56.52,318.74,600252.0,5.26,4.65
2024-04-25,5048.42,399.04,3155.83,82.75,16272726.21,56.52,316.84,600252.0,5.26,4.7
2024-04-26,5099.96,406.32,3130.9,83.13,16272726.21,56.52,432.56,600252.0,5.25,4.67
