date,spy_price,msft_price,eth_price,oil_price,spy_earnings,msft_earnings,eth_fees,oil_consumption,GS3M,GS10
2024-04-29,5116.17,402.25,3216.29,82.03,16272726.21,56.52,308.8,600252.0,5.25,4.63
2024-04-30,5035.69,389.33,3014.41,81.28,16272726.21,56.52,374.81,600252.0,5.25,4.69
2024-05-01,5018.39,394.94,2973.27,78.44,16272726.21,56.52,373.22,644806.0,5.26,4.63
2024-05-02,5064.2,397.84,2987.12,78.48,16272726.21,56.52,376.18,644806.0,5.25,4.58
2024-05-03,5127.79,406.66,3102.25,77.76,16272726.21,56.52,462.42,644806.0,5.25,4.5
2024-05-06,5180.74,413.54,3062.03,78.14,16272726.21,56.52,335.4,644806.0,5.25,4.49
2024-05-07,5187.7,409.34,3006.36,78.06,16272726.21,56.52,507.4,644806.0,5.25,4.47
2024-05-08,5187.67,410.54,2974.94,78.56,16272726.21,56.52,777.18,644806.0,5.25,4.48
2024-05-09,5214.08,412.32,3036.32,78.8,16272726.21,56.52,1308.21,644806.0,5.25,4.45
2024-05-10,5222.68,414.74,2909.86,77.84,16272726.21,56.52,1195.34,644806.0,5.26,4.5
2024-05-13,5221.42,413.72,2951.01,78.6,16272726.21,56.52,833.81,644806.0,5.25,4.48
2024-05-14,5246.68,416.56,2881.99,77.65,16272726.21,56.52,840.06,644806.0,5.24,4.45
2024-05-15,5308.15,423.08,3034.71,78.16,16272726.21,56.52,1270.07,644806.0,5.25,4.36
2024-05-16,5297.1,420.99,2944.99,78.74,16272726.21,56.52,466.63,644806.0,5.25,4.38
2024-05-17,5303.27,420.21,3092.75,79.58,16272726.21,56.52,446.41,644806.0,5.25,4.42
2024-05-20,5308.13,425.34,3661.07,79.3,16272726.21,56.52,734.16,644806.0,5.25,4.44
2024-05-21,5321.41,429.04,3790.46,78.66,16272726.21,56.52,710.65,644806.0,5.25,4.41
2024-05-22,5307.01,430.52,3739.08,77.15,16272726.21,56.52,695.42,644806.0,5.25,4.43
2024-05-23,5267.84,427.0,3785.65,76.46,16272726.21,56.52,945.91,644806.0,5.26,4.47
2024-05-24,5304.72,430.16,3728.21,77.23,16272726.21,56.52,1112.07,644806.0,5.26,4.46
2024-05-28,5306.04,430.32,3845.56,79.35,16272726.21,56.52,502.43,644806.0,5.26,4.54
2024-05-29,5266.95,429.17,3769.57,78.8,16272726.21,56.52,561.23,644806.0,5.26,4.61
2024-05-30,5235.48,414.67,3747.55,77.54,16272726.21,56.52,898.53,644806.0,5.26,4.55
2024-05-31,5277.51,415.13,3762.66,76.73,16272726.21,56.52,1236.56,644806.0,5.25,4.51
2024-06-03,5283.4,413.52,3767.1,74.09,16272726.21,56.52,982.17,607471.0,5.26,4.41
2024-06-04,5291.34,416.07,3810.35,73.06,16272726.21,56.52,662.34,607471.0,5.25,4.33
2024-06-05,5354.03,424.01,3865.14,73.82,16272726.21,56.52,695.32,607471.0,5.25,4.29
2024-06-06,5352.96,424.52,3812.95,75.24,16272726.21,56.52,418.95,607471.0,5.25,4.28
2024-06-07,5346.99,423.85,3678.37,75.22,16272726.21,56.52,482.03,607471.0,5.26,4.43
2024-06-10,5360.79,427.87,3667.85,77.33,16272726.21,56.52,454.71,607471.0,5.25,4.47
2024-06-11,5375.32,432.68,3498.0,77.55,16272726.21,56.52,606.26,607471.0,5.25,4.39
2024-06-12,5421.03,441.06,3559.95,78.15,16272726.21,56.52,437.89,607471.0,5.25,4.31
2024-06-13,5433.74,441.58,3470.15,78.26,16272726.21,56.52,440.05,607471.0,5.25,4.24
2024-06-14,5431.6,442.57,3481.84,78.05,16272726.21,56.52,362.52,607471.0,5.25,4.2
2024-06-17,5473.23,448.37,3511.52,79.72,16272726.21,56.52,330.36,607471.0,5.25,4.28
2024-06-18,5487.03,446.34,3484.55,80.71,16272726.21,56.52,492.48,607471.0,5.24,4.22
2024-06-20,5473.17,445.7,3512.91,81.29,16272726.21,56.52,402.49,607471.0,5.24,4.25
2024-06-21,5464.62,449.78,3518.03,79.96,16272726.21,56.52,393.16,607471.0,5.23,4.25
2024-06-24,5447.87,447.67,3352.29,80.86,16272726.21,56.52,323.7,607471.0,5.24,4.25
2024-06-25,5469.3,450.95,3395.03,80.07,16272726.21,56.52,553.08,607471.0,5.23,4.23
2024-06-26,5477.9,452.16,3370.72,80.19,16272726.21,56.52,391.53,607471.0,5.24,4.32
2024-06-27,5482.87,452.85,3450.45,80.83,16272726.21,56.52,350.75,607471.0,5.23,4.29
2024-06-28,5460.48,446.95,3380.15,80.64,16272726.21,56.52,363.01,607471.0,5.22,4.36
2024-07-01,5475.09,456.73,3442.67,82.32,16511461.59,62.02,320.53,634954.0,5.24,4.48
2024-07-02,5509.01,459.28,3421.71,81.91,16511461.59,62.02,359.22,634954.0,5.24,4.43
2024-07-03,5537.02,460.77,3295.13,83.02,16511461.59,62.02,369.59,634954.0,5.24,4.36
2024-07-05,5567.19,467.56,2981.4,82.26,16511461.59,62.02,850.63,634954.0,5.23,4.28
2024-07-08,5572.85,466.24,3019.64,81.52,16511461.59,62.02,301.38,634954.0,5.23,4.28
2024-07-09,5576.98,459.54,3065.11,80.56,16511461.59,62.02,325.85,634954.0,5.23,4.3
2024-07-10,5633.91,466.25,3101.17,81.07,16511461.59,62.02,395.67,634954.0,5.23,4.28
2024-07-11,5584.54,454.7,3099.82,81.38,16511461.59,62.02,313.01,634954.0,5.21,4.2
2024-07-12,5615.35,453.55,3133.33,81.02,16511461.59,62.02,350.58,634954.0,5.21,4.18
2024-07-15,5631.22,453.96,3484.78,80.84,16511461.59,62.02,291.48,634954.0,5.2,4.23
2024-07-16,5667.2,449.52,3442.99,79.71,16511461.59,62.02,365.53,634954.0,5.2,4.17
2024-07-17,5588.27,443.52,3387.81,81.44,16511461.59,62.02,374.2,634954.0,5.2,4.16
2024-07-18,5544.59,440.37,3425.94,81.3,16511461.59,62.02,410.76,634954.0,5.21,4.2
2024-07-19,5505.0,437.11,3504.42,78.64,16511461.59,62.02,391.48,634954.0,5.2,4.25
2024-07-22,5564.41,442.94,3440.01,78.4,16511461.59,62.02,287.03,634954.0,5.19,4.26
2024-07-23,5555.74,444.85,3482.54,75.92,16511461.59,62.02,327.24,634954.0,5.18,4.25
2024-07-24,5427.13,428.9,3335.33,76.58,16511461.59,62.02,368.61,634954.0,5.18,4.28
2024-07-25,5399.22,418.4,3175.52,77.11,16511461.59,62.02,350.12,634954.0,5.17,4.27
2024-07-26,5459.1,425.27,3275.12,76.0,16511461.59,62.02,285.09,634954.0,5.16,4.2
2024-07-29,5463.54,426.73,3318.24,74.8,16511461.59,62.02,384.69,634954.0,5.15,4.17
2024-07-30,5436.44,422.92,3278.94,73.88,16511461.59,62.02,594.95,634954.0,5.14,4.15
2024-07-31,5522.3,418.35,3231.84,76.84,16511461.59,62.02,658.4,634954.0,5.15,4.09
2024-08-01,5446.68,417.11,3204.93,75.4,16511461.59,62.02,512.17,642030.0,5.12,3.99
2024-08-02,5346.56,408.49,2990.32,72.59,16511461.59,62.02,567.59,642030.0,5.05,3.8
2024-08-05,5186.33,395.15,2415.99,72.2,16511461.59,62.02,484.84,642030.0,5.09,3.78
2024-08-06,5240.03,399.61,2461.92,72.34,16511461.59,62.02,576.3,642030.0,5.09,3.9
2024-08-07,5199.5,398.43,2337.83,74.17,16511461.59,62.02,447.73,642030.0,5.09,3.96
2024-08-08,5319.31,402.69,2683.84,75.04,16511461.59,62.02,1020.6,642030.0,5.09,3.99
2024-08-09,5344.16,406.02,2598.9,75.61,16511461.59,62.02,345.78,642030.0,5.09,3.94
2024-08-12,5344.39,406.81,2722.64,78.46,16511461.59,62.02,284.52,642030.0,5.07,3.9
2024-08-13,5434.43,414.01,2702.95,76.8,16511461.59,62.02,357.24,642030.0,5.06,3.85
2024-08-14,5455.21,416.86,2662.95,75.84,16511461.59,62.02,383.3,642030.0,5.07,3.83
2024-08-15,5543.22,421.03,2569.44,76.99,16511461.59,62.02,265.37,642030.0,5.09,3.92
2024-08-16,5554.25,418.47,2592.38,75.54,16511461.59,62.02,359.45,642030.0,5.08,3.89
2024-08-19,5608.25,421.53,2637.1,73.66,16511461.59,62.02,571.39,642030.0,5.06,3.86
2024-08-20,5597.12,424.8,2572.9,73.17,16511461.59,62.02,465.53,642030.0,5.04,3.82
2024-08-21,5620.85,424.14,2630.67,71.3,16511461.59,62.02,274.48,642030.0,5.02,3.79
2024-08-22,5570.64,415.55,2623.06,72.28,16511461.59,62.02,325.13,642030.0,5.04,3.86
2024-08-23,5634.61,416.79,2762.86,73.93,16511461.59,62.02,325.97,642030.0,5.01,3.81
2024-08-26,5616.84,413.49,2680.3,76.17,16511461.59,62.02,299.72,642030.0,4.98,3.82
2024-08-27,5625.8,413.84,2457.99,74.46,16511461.59,62.02,597.02,642030.0,4.98,3.83
2024-08-28,5592.18,410.6,2527.73,73.44,16511461.59,62.02,1125.79,642030.0,4.96,3.84
2024-08-29,5591.96,413.12,2528.72,74.67,16511461.59,62.02,745.97,642030.0,4.98,3.87
2024-08-30,5648.4,417.14,2525.45,72.65,16511461.59,62.02,403.3,642030.0,4.98,3.91
2024-09-03,5528.93,409.44,2423.4,69.59,16511461.59,62.02,585.55,609244.0,4.97,3.84
2024-09-04,5520.07,408.9,2450.18,68.52,16511461.59,62.02,450.84,609244.0,4.96,3.77
2024-09-05,5503.41,408.39,2369.18,68.5,16511461.59,62.02,701.13,609244.0,4.94,3.73
2024-09-06,5408.42,401.7,2225.72,66.98,16511461.59,62.02,908.94,609244.0,4.93,3.72
2024-09-09,5471.05,405.72,2359.6,67.91,16511461.59,62.02,3683.32,609244.0,4.89,3.7
2024-09-10,5495.52,414.2,2387.71,65.14,16511461.59,62.02,3700.75,609244.0,4.85,3.65
2024-09-11,5554.13,423.04,2340.19,66.6,16511461.59,62.02,868.09,609244.0,4.89,3.65
2024-09-12,5595.76,427.0,2361.79,68.15,16511461.59,62.02,576.49,609244.0,4.85,3.68
2024-09-13,5626.02,430.59,2440.12,67.75,16511461.59,62.02,748.34,609244.0,4.78,3.66
2024-09-16,5633.09,431.34,2295.72,69.02,16511461.59,62.02,391.44,609244.0,4.75,3.63
2024-09-17,5634.58,435.15,2341.82,69.96,16511461.59,62.02,414.91,609244.0,4.75,3.65
2024-09-18,5618.26,430.81,2372.18,69.88,16511461.59,62.02,425.1,609244.0,4.65,3.7
2024-09-19,5713.64,438.69,2464.49,71.16,16511461.59,62.02,420.42,609244.0,4.61,3.73
2024-09-20,5702.55,435.27,2561.79,71.0,16511461.59,62.02,973.48,609244.0,4.56,3.73
2024-09-23,5718.57,433.51,2647.65,69.61,16511461.59,62.02,341.48,609244.0,4.53,3.75
2024-09-24,5732.93,429.17,2652.5,70.84,16511461.59,62.02,356.31,609244.0,4.5,3.74
2024-09-25,5722.26,432.11,2580.34,69.13,16511461.59,62.02,363.73,609244.0,4.51,3.79
2024-09-26,5745.37,431.31,2632.05,67.19,16511461.59,62.02,447.39,609244.0,4.5,3.79
2024-09-27,5738.17,428.02,2694.53,67.67,16511461.59,62.02,443.27,609244.0,4.5,3.75
2024-09-30,5762.48,430.3,2603.48,67.77,16849939.44,61.86,915.65,609244.0,4.52,3.81
2024-10-01,5708.75,420.69,2449.67,69.39,16849939.44,61.86,438.11,651303.0,4.5,3.74
2024-10-02,5709.54,417.13,2365.57,69.69,16849939.44,61.86,452.63,651303.0,4.48,3.79
2024-10-03,5699.94,416.54,2349.67,73.17,16849939.44,61.86,424.92,651303.0,4.48,3.85
2024-10-04,5751.07,416.06,2414.43,73.68,16849939.44,61.86,372.53,651303.0,4.53,3.98
2024-10-07,5695.94,409.54,2422.75,76.47,16849939.44,61.86,516.75,651303.0,4.55,4.03
2024-10-08,5751.13,414.71,2440.93,72.98,16849939.44,61.86,537.69,651303.0,4.53,4.04
2024-10-09,5792.04,417.46,2370.13,72.59,16849939.44,61.86,495.42,651303.0,4.54,4.06
2024-10-10,5780.05,415.84,2385.4,75.11,16849939.44,61.86,475.29,651303.0,4.54,4.09
2024-10-11,5815.03,416.32,2436.73,74.85,16849939.44,61.86,359.75,651303.0,4.53,4.08
2024-10-14,5859.85,419.14,2630.54,73.24,16849939.44,61.86,369.61,651303.0,4.53,4.08
2024-10-15,5815.26,418.74,2607.84,70.01,16849939.44,61.86,487.64,651303.0,4.52,4.03
2024-10-16,5842.47,416.12,2611.09,69.82,16849939.44,61.86,417.77,651303.0,4.51,4.02
2024-10-17,5841.47,416.72,2605.53,70.09,16849939.44,61.86,329.31,651303.0,4.54,4.09
2024-10-18,5864.67,418.16,2641.72,68.69,16849939.44,61.86,268.26,651303.0,4.53,4.08
2024-10-21,5853.98,418.78,2666.66,70.04,16849939.44,61.86,218.36,651303.0,4.51,4.19
2024-10-22,5851.2,427.51,2621.79,71.74,16849939.44,61.86,342.13,651303.0,4.51,4.2
2024-10-23,5797.42,424.6,2526.1,70.37,16849939.44,61.86,323.13,651303.0,4.52,4.24
2024-10-24,5809.86,424.73,2535.87,69.84,16849939.44,61.86,268.36,651303.0,4.5,4.21
2024-10-25,5808.12,428.15,2441.18,71.35,16849939.44,61.86,261.0,651303.0,4.52,4.25
2024-10-28,5823.52,426.59,2567.41,66.98,16849939.44,61.86,288.14,651303.0,4.49,4.28
2024-10-29,5832.92,431.95,2638.64,66.81,16849939.44,61.86,180.07,651303.0,4.49,4.28
2024-10-30,5813.67,432.53,2658.62,68.18,16849939.44,61.86,171.08,651303.0,4.47,4.29
2024-10-31,5705.45,406.35,2519.14,68.81,16849939.44,61.86,162.61,651303.0,4.44,4.28
2024-11-01,5728.8,410.37,2511.96,69.08,16849939.44,61.86,169.21,607039.0,4.41,4.37
2024-11-04,5712.69,408.46,2398.95,71.03,16849939.44,61.86,166.98,607039.0,4.44,4.31
2024-11-05,5782.76,411.46,2422.5,71.56,16849939.44,61.86,166.93,607039.0,4.43,4.26
2024-11-06,5929.04,420.18,2721.85,71.24,16849939.44,61.86,250.67,607039.0,4.44,4.42
2024-11-07,5973.1,425.43,2894.13,71.96,16849939.44,61.86,213.7,607039.0,4.43,4.31
2024-11-08,5995.54,422.54,2961.34,70.11,16849939.44,61.86,171.67,607039.0,4.43,4.3
2024-11-11,6001.35,418.01,3372.13,67.92,16849939.44,61.86,147.29,607039.0,4.43,4.3
2024-11-12,5983.99,423.03,3242.44,67.97,16849939.44,61.86,198.45,607039.0,4.43,4.43
2024-11-13,5985.38,425.2,3187.02,68.26,16849939.44,61.86,245.02,607039.0,4.4,4.44
2024-11-14,5949.17,426.89,3058.22,68.53,16849939.44,61.86,252.79,607039.0,4.41,4.43
2024-11-15,5870.62,415.0,3089.45,66.92,16849939.44,61.86,178.38,607039.0,4.41,4.43
2024-11-18,5893.62,415.76,3207.46,69.17,16849939.44,61.86,189.05,607039.0,4.42,4.42
2024-11-19,5916.98,417.79,3105.97,69.24,16849939.44,61.86,258.36,607039.0,4.41,4.39
2024-11-20,5917.11,415.49,3069.72,68.75,16849939.44,61.86,221.21,607039.0,4.42,4.41
2024-11-21,5948.71,412.87,3356.43,69.77,16849939.44,61.86,242.83,607039.0,4.43,4.43
2024-11-22,5969.34,417.0,3327.77,70.77,16849939.44,61.86,304.66,607039.0,4.43,4.41
2024-11-25,5987.37,418.79,3412.18,68.58,16849939.44,61.86,210.53,607039.0,4.42,4.27
2024-11-26,6021.63,427.99,3326.3,68.44,16849939.44,61.86,291.78,607039.0,4.4,4.3
2024-11-27,5998.74,422.99,3653.79,68.35,16849939.44,61.86,295.98,607039.0,4.4,4.25
2024-11-29,6032.38,423.46,3592.13,67.72,16849939.44,61.86,284.48,607039.0,4.39,4.18
2024-12-02,6047.15,430.98,3643.48,67.84,16849939.44,61.86,367.91,633410.0,4.38,4.19
2024-12-03,6049.88,431.2,3615.07,69.54,16849939.44,61.86,394.47,633410.0,4.36,4.23
2024-12-04,6086.49,437.42,3836.25,68.19,16849939.44,61.86,449.16,633410.0,4.35,4.19
2024-12-05,6075.11,442.62,3785.1,67.96,16849939.44,61.86,369.27,633410.0,4.34,4.17
2024-12-06,6090.27,443.57,3999.51,66.98,16849939.44,61.86,289.12,633410.0,4.31,4.15
2024-12-09,6052.85,446.02,3718.98,68.09,16849939.44,61.86,389.89,633410.0,4.3,4.2
2024-12-10,6034.91,443.33,3628.94,68.27,16849939.44,61.86,267.04,633410.0,4.29,4.22
2024-12-11,6084.19,448.99,3831.41,69.87,16849939.44,61.86,317.44,633410.0,4.26,4.26
2024-12-12,6051.25,449.56,3881.63,69.66,16849939.44,61.86,294.29,633410.0,4.23,4.32
2024-12-13,6051.09,447.27,3909.48,70.82,16849939.44,61.86,311.4,633410.0,4.23,4.4
2024-12-16,6074.08,451.59,3986.91,70.29,16849939.44,61.86,310.55,633410.0,4.25,4.39
2024-12-17,6050.61,454.46,3892.79,69.65,16849939.44,61.86,211.29,633410.0,4.26,4.4
2024-12-18,5872.16,437.39,3627.88,70.02,16849939.44,61.86,231.17,633410.0,4.25,4.5
2024-12-19,5867.08,437.03,3418.84,69.38,16849939.44,61.86,317.7,633410.0,4.23,4.57
2024-12-20,5930.85,436.6,3474.01,69.02,16849939.44,61.86,383.68,633410.0,4.23,4.52
2024-12-23,5974.07,435.25,3422.01,68.81,16849939.44,61.86,429.96,633410.0,4.24,4.59
2024-12-24,6040.04,439.33,3493.31,69.64,16849939.44,61.86,365.43,633410.0,4.28,4.59
2024-12-26,6037.59,438.11,3335.96,69.23,16849939.44,61.86,357.33,633410.0,4.24,4.58
2024-12-27,5970.84,430.53,3334.19,70.18,16849939.44,61.86,266.8,633410.0,4.19,4.62
2024-12-30,5906.94,424.83,3361.99,70.53,16849939.44,61.86,181.97,633410.0,4.23,4.55
2024-12-31,5881.63,421.5,3337.8,71.25,17085958.84,64.73,316.61,633410.0,4.23,4.58
2025-01-02,5868.55,418.58,3455.19,72.5,17085958.84,64.73,323.75,642804.0,4.22,4.57
2025-01-03,5942.47,423.35,3608.79,73.21,17085958.84,64.73,540.08,642804.0,4.2,4.6
2025-01-06,5975.38,427.85,3687.75,72.92,17085958.84,64.73,117.38,642804.0,4.21,4.62
2025-01-07,5909.03,422.37,3380.56,73.57,17085958.84,64.73,159.51,642804.0,4.21,4.67
2025-01-08,5918.25,424.56,3327.14,72.67,17085958.84,64.73,127.94,642804.0,4.21,4.67
2025-01-10,5827.04,418.95,3267.08,75.75,17085958.84,64.73,139.83,642804.0,4.22,4.77
2025-01-13,5836.22,417.19,3137.73,77.3,17085958.84,64.73,191.14,642804.0,4.23,4.79
2025-01-14,5842.91,415.67,3224.06,76.37,17085958.84,64.73,179.0,642804.0,4.22,4.78
2025-01-15,5949.91,426.31,3450.79,78.71,17085958.84,64.73,289.06,642804.0,4.21,4.66
2025-01-16,5937.34,424.58,3307.0,78.68,17085958.84,64.73,301.55,642804.0,4.21,4.61
2025-01-17,5996.66,429.03,3472.84,77.88,17085958.84,64.73,215.1,642804.0,4.2,4.61
2025-01-21,6049.24,428.5,3328.3,75.89,17085958.84,64.73,93.34,642804.0,4.22,4.57
2025-01-22,6086.37,446.2,3242.6,75.44,17085958.84,64.73,92.56,642804.0,4.22,4.6
2025-01-23,6118.71,446.71,3338.37,74.62,17085958.84,64.73,73.67,642804.0,4.22,4.65
2025-01-24,6101.24,444.06,3311.05,74.66,17085958.84,64.73,74.74,642804.0,4.21,4.63
2025-01-27,6012.28,434.56,3179.47,73.17,17085958.84,64.73,89.33,642804.0,4.2,4.53
2025-01-28,6067.7,447.2,3077.83,73.77,17085958.84,64.73,94.96,642804.0,4.2,4.55
2025-01-29,6039.31,442.33,3113.26,72.62,17085958.84,64.73,108.56,642804.0,4.2,4.55
2025-01-30,6071.17,414.99,3247.22,72.73,17085958.84,64.73,140.33,642804.0,4.19,4.52
2025-01-31,6040.53,415.06,3298.69,72.53,17085958.84,64.73,91.31,642804.0,4.2,4.58
2025-02-03,5994.57,410.92,2881.9,73.16,17085958.84,64.73,36.33,566314.0,4.22,4.54
2025-02-04,6037.88,412.37,2731.76,72.7,17085958.84,64.73,48.71,566314.0,4.22,4.52
2025-02-05,6061.48,413.29,2785.62,71.03,17085958.84,64.73,31.96,566314.0,4.22,4.43
2025-02-06,6083.57,415.82,2688.28,70.61,17085958.84,64.73,29.67,566314.0,4.22,4.45
2025-02-07,6025.99,409.75,2622.81,71.0,17085958.84,64.73,49.97,566314.0,4.24,4.49
2025-02-10,6066.44,412.22,2661.0,72.01,17085958.84,64.73,28.16,566314.0,4.23,4.51
2025-02-11,6068.5,411.44,2603.11,73.08,17085958.84,64.73,28.79,566314.0,4.23,4.54
2025-02-12,6051.97,409.04,2735.91,71.24,17085958.84,64.73,31.4,566314.0,4.23,4.62
2025-02-13,6115.07,410.54,2675.3,71.14,17085958.84,64.73,67.37,566314.0,4.22,4.52
2025-02-14,6114.63,408.43,2725.51,70.71,17085958.84,64.73,31.65,566314.0,4.22,4.47
2025-02-18,6129.58,409.64,2671.36,71.85,17085958.84,64.73,25.79,566314.0,4.23,4.55
2025-02-19,6144.15,414.77,2716.16,72.25,17085958.84,64.73,62.25,566314.0,4.22,4.53
2025-02-20,6117.52,416.13,2738.03,72.57,17085958.84,64.73,64.37,566314.0,4.21,4.5
2025-02-21,6013.13,408.21,2662.35,70.4,17085958.84,64.73,58.65,566314.0,4.21,4.42
2025-02-24,5983.25,404.0,2510.94,70.7,17085958.84,64.73,18.26,566314.0,4.19,4.4
2025-02-25,5955.25,397.9,2496.06,68.93,17085958.84,64.73,14.88,566314.0,4.19,4.3
2025-02-26,5956.06,399.73,2337.98,68.62,17085958.84,64.73,24.24,566314.0,4.2,4.25
2025-02-27,5861.57,392.53,2307.73,70.35,17085958.84,64.73,69.07,566314.0,4.2,4.29
2025-02-28,5954.5,396.99,2236.41,69.76,17085958.84,64.73,29.05,566314.0,4.2,4.24
2025-03-03,5849.72,388.49,2149.11,68.37,17085958.84,64.73,26.79,618446.0,4.21,4.16
2025-03-04,5778.15,388.61,2170.29,68.26,17085958.84,64.73,23.41,618446.0,4.2,4.22
2025-03-05,5842.63,401.02,2241.65,66.31,17085958.84,64.73,39.15,618446.0,4.21,4.28
2025-03-06,5738.52,396.89,2202.39,66.36,17085958.84,64.73,69.75,618446.0,4.2,4.29
2025-03-07,5770.2,393.31,2141.17,67.04,17085958.84,64.73,52.3,618446.0,4.2,4.32
2025-03-10,5614.56,380.16,1864.4,65.68,17085958.84,64.73,26.18,618446.0,4.19,4.22
2025-03-11,5572.07,380.45,1922.28,65.93,17085958.84,64.73,30.14,618446.0,4.2,4.28
2025-03-12,5599.3,383.27,1908.22,67.38,17085958.84,64.73,31.38,618446.0,4.21,4.32
2025-03-13,5521.52,378.77,1864.69,66.27,17085958.84,64.73,44.86,618446.0,4.2,4.27
2025-03-14,5638.94,388.56,1911.62,66.91,17085958.84,64.73,123.1,618446.0,4.2,4.31
2025-03-17,5675.12,388.7,1926.35,67.37,17085958.84,64.73,20.42,618446.0,4.2,4.31
2025-03-18,5614.66,383.52,1932.61,66.9,17085958.84,64.73,14.33,618446.0,4.2,4.29
2025-03-19,5675.29,387.82,2056.62,67.16,17085958.84,64.73,9.47,618446.0,4.2,4.25
2025-03-20,5662.89,386.84,1983.57,68.26,17085958.84,64.73,7.77,618446.0,4.19,4.24
2025-03-21,5667.56,391.26,1965.58,68.28,17085958.84,64.73,7.62,618446.0,4.19,4.25
2025-03-24,5767.57,393.08,2078.73,69.11,17085958.84,64.73,10.73,618446.0,4.19,4.34
2025-03-25,5776.65,395.16,2066.19,69.0,17085958.84,64.73,10.18,618446.0,4.19,4.31
2025-03-26,5712.2,389.97,2009.59,69.65,17085958.84,64.73,8.72,618446.0,4.2,4.35
2025-03-27,5693.31,390.58,2003.67,69.92,17085958.84,64.73,9.33,618446.0,4.2,4.38
2025-03-28,5580.94,378.8,1896.69,69.36,17085958.84,64.73,11.05,618446.0,4.2,4.27
2025-03-31,5611.85,375.39,1821.95,71.48,17304122.38,64.73,13.71,618446.0,4.21,4.23
2025-04-01,5633.07,382.19,1904.99,71.2,17304122.38,64.73,8.06,606378.0,4.2,4.17
2025-04-02,5670.97,382.14,1795.59,71.71,17304122.38,64.73,8.18,606378.0,4.21,4.2
2025-04-03,5396.52,373.11,1816.53,66.95,17304122.38,64.73,11.03,606378.0,4.2,4.06
2025-04-04,5074.08,359.84,1816.36,61.99,17304122.38,64.73,11.25,606378.0,4.17,4.01
2025-04-07,5062.25,357.86,1553.01,60.7,17304122.38,64.73,10.49,606378.0,4.17,4.15
2025-04-08,4982.77,354.56,1473.4,59.58,17304122.38,64.73,10.9,606378.0,4.19,4.26
2025-04-09,5456.9,390.49,1669.74,62.35,17304122.38,64.73,14.99,606378.0,4.24,4.34
2025-04-10,5268.05,381.35,1522.13,60.07,17304122.38,64.73,10.33,606378.0,4.22,4.4
2025-04-11,5363.36,388.45,1566.77,61.5,17304122.38,64.73,9.68,606378.0,4.23,4.48
2025-04-14,5405.97,387.81,1623.73,61.05,17304122.38,64.73,16.42,606378.0,4.22,4.38
2025-04-15,5396.63,385.73,1588.8,60.75,17304122.38,64.73,12.85,606378.0,4.22,4.35
2025-04-16,5275.7,371.61,1577.14,62.47,17304122.38,64.73,23.67,606378.0,4.21,4.29
2025-04-17,5282.7,367.78,1582.73,64.68,17304122.38,64.73,16.98,606378.0,4.23,4.34
2025-04-21,5158.2,359.12,1579.59,63.08,17304122.38,64.73,27.35,606378.0,4.22,4.42
2025-04-22,5287.76,366.82,1756.11,64.31,17304122.38,64.73,14.88,606378.0,4.22,4.41
2025-04-23,5375.86,374.39,1795.07,62.27,17304122.38,64.73,9.42,606378.0,4.22,4.4
2025-04-24,5484.77,387.3,1769.53,62.79,17304122.38,64.73,8.23,606378.0,4.21,4.32
2025-04-25,5525.21,391.85,1785.96,63.02,17304122.38,64.73,12.18,606378.0,4.21,4.29
2025-04-28,5528.75,391.16,1799.24,62.05,17304122.38,64.73,14.19,606378.0,4.2,4.23
2025-04-29,5560.83,394.04,1798.47,60.42,17304122.38,64.73,14.08,606378.0,4.2,4.19
2025-04-30,5569.06,395.26,1793.58,58.21,17304122.38,64.73,14.68,606378.0,4.2,4.17
2025-05-01,5604.14,425.4,1838.32,59.24,17304122.38,64.73,11.2,606378.0,4.2,4.25
2025-05-02,5686.67,435.28,1842.06,58.29,17304122.38,64.73,17.01,606378.0,4.22,4.33
2025-05-05,5650.38,436.17,1820.34,57.13,17304122.38,64.73,6.12,606378.0,4.22,4.36
2025-05-06,5606.91,433.31,1816.6,59.09,17304122.38,64.73,6.93,606378.0,4.22,4.3
2025-05-07,5631.28,433.35,1811.2,58.07,17304122.38,64.73,8.03,606378.0,4.22,4.26
2025-05-08,5663.94,438.17,2206.13,59.91,17304122.38,64.73,4.26,606378.0,4.23,4.37
2025-05-09,5659.91,438.73,2345.27,61.02,17304122.38,64.73,4.53,606378.0,4.22,4.37
2025-05-12,5844.19,449.26,2495.73,61.56,17304122.38,64.73,6.79,606378.0,4.31,4.45
2025-05-13,5886.55,449.14,2680.05,63.25,17304122.38,64.73,11.35,606378.0,4.29,4.49
2025-05-14,5892.58,452.94,2609.68,62.68,17304122.38,64.73,10.67,606378.0,4.29,4.53
2025-05-15,5916.93,453.13,2548.16,61.15,17304122.38,64.73,5.71,606378.0,4.27,4.45
2025-05-16,5958.38,454.27,2537.04,61.97,17304122.38,64.73,7.14,606378.0,4.25,4.43
2025-05-19,5963.6,458.87,2528.21,62.69,17304122.38,64.73,7.12,606378.0,4.28,4.46
2025-05-20,5940.46,458.17,2523.82,62.56,17304122.38,64.73,7.29,606378.0,4.26,4.48
2025-05-21,5844.61,452.57,2551.42,61.57,17304122.38,64.73,7.3,606378.0,4.24,4.58
