coef_const,coef_d_fees,se_d_fees,t_d_fees,p_d_fees,r2,n
0.0018641125520917354,0.0013458969180821685,0.0011048829884577097,1.2181352524586215,0.22317257946771496,0.0006405729762610779,3132
