date,spy_price,msft_price,eth_price,oil_price,spy_earnings,msft_earnings,eth_fees,oil_consumption,GS3M,GS10,spy_price_ret1d,msft_price_ret1d,eth_price_ret1d,oil_price_ret1d,spy_price_ret5d,msft_price_ret5d,eth_price_ret5d,oil_price_ret5d,spy_price_ret10d,msft_price_ret10d,eth_price_ret10d,oil_price_ret10d,spy_price_ret1d_lag1,msft_price_ret1d_lag1,eth_price_ret1d_lag1,oil_price_ret1d_lag1,d_spy_earnings,d_msft_earnings,d_eth_fees,d_oil_consumption,spy_earnings_lag1,spy_earnings_lag3,spy_earnings_lag5,spy_earnings_lag10,msft_earnings_lag1,msft_earnings_lag3,msft_earnings_lag5,msft_earnings_lag10,eth_fees_lag1,eth_fees_lag3,eth_fees_lag5,eth_fees_lag10,oil_consumption_lag1,oil_consumption_lag3,oil_consumption_lag5,oil_consumption_lag10,spy_earnings_shock,msft_earnings_shock,eth_fees_shock,oil_consumption_shock,regime_low,regime_mid,regime_high
2018-01-17,2802.6,90.14,1017.5,63.92,,,6752099.72,637495.0,1.42,2.57,-0.001642681510690798,-0.0004438526482101093,-0.022552153166210863,-0.00046944684376736966,0.012375825053540844,0.018466121558573637,0.043934590082285487,0.022278149093728185,0.007535937839307564,0.05261813195615585,0.09426429018888699,0.009962722503674068,0.009392433270688677,0.020057818496796803,-0.0025520233717231367,0.003918807429085258,,,0.4011709062870541,,,,,,,,,,4818898.03,7679163.17,7294218.7,6029633.07,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-01-18,2798.0,90.1,994.81,63.89,,,6884097.9,637495.0,1.43,2.62,0.004386362969590972,-0.0011104942840270652,0.0372834082950095,-0.009119560058216689,0.014617446106860185,0.02444895117024428,0.05227792221752674,0.022900583010386284,0.008540977187332901,0.045136756881292685,0.038202993094705616,0.025650355595456923,-0.001642681510690798,-0.0004438526482101093,-0.022552153166210863,-0.00046944684376736966,,,0.01954920476204114,,,,,,,,,,6752099.72,10801264.87,7874410.34,7576743.21,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-01-19,2810.3,90.0,1032.6,63.31,,,6652313.87,637495.0,1.42,2.64,0.00804498163549903,0.017730765696852176,-0.037012036508973986,0.004098366392282185,0.022030733356363554,0.04412320618663684,0.013849038424988245,0.041156798678744284,-0.017299979233107624,0.019584738636422492,-0.11453801590393362,0.02742031895085743,0.004386362969590972,-0.0011104942840270652,0.0372834082950095,-0.009119560058216689,,,-0.03366948485726795,,,,,,,,,,6884097.9,4818898.03,7679163.17,7217493.84,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-01-22,2833.0,91.61,995.08,63.57,,,4751765.25,637495.0,1.43,2.66,0.0021508796924221995,0.0031605933345242566,-0.012234361876347698,0.011573479198454384,0.007210090146246313,0.024902920052669104,0.16620029064168462,0.028227680624867163,-0.06719176136537482,-0.04020362154891079,-0.3562386061834271,0.004081638319648456,0.00804498163549903,0.017730765696852176,-0.037012036508973986,0.004098366392282185,,,-0.2856973764528642,,,,,,,,,,6652313.87,6752099.72,10801264.87,6673681.98,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-01-23,2839.1,91.9,982.98,64.31,,,6062861.29,637495.0,1.42,2.63,-0.0005637177332806212,-0.0008708905405654899,0.07844973333880864,0.01619531040497557,-0.005899513710466488,0.009098849601673373,0.08659927963724685,0.0006217938953637098,-0.05205179111685115,-0.006221708658053852,-0.22639661395699678,-0.018835904550623648,0.0021508796924221995,0.0031605933345242566,-0.012234361876347698,0.011573479198454384,,,0.27591767922457877,,,,,,,,,,4751765.25,6884097.9,4818898.03,5574568.29,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-01-24,2837.5,91.82,1063.2,65.36,,,5748099.62,637495.0,1.41,2.65,0.0005989395426285565,0.005538976963460634,-0.014208821030969649,0.00015298707289079037,-0.004839887214233319,0.03415201039758235,0.05032970010660147,-0.012315426590054026,-0.05647246102774159,-0.024363217924947767,-0.3447342643408637,-0.06006059792128496,-0.0005637177332806212,-0.0008708905405654899,0.07844973333880864,0.01619531040497557,,,-0.05191635680650708,,,,,,,,,,6062861.29,6652313.87,6752099.72,7294218.7,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-01-25,2839.2,92.33,1048.2,65.37,,,5505848.22,637495.0,1.4,2.63,0.011799650219094219,0.018563760732365372,-0.00114547549752909,0.00913665561014121,-0.006076468919527335,0.020687805711048224,-0.014074929122820984,0.0027497725850705763,-0.09534540161367278,-0.08260021915526894,-0.2634906379507122,-0.07017366406707526,0.0005989395426285565,0.005538976963460634,-0.014208821030969649,0.00015298707289079037,,,-0.042144607090160435,,,,,,,,,,5748099.62,4751765.25,6884097.9,7874410.34,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-01-26,2872.9,94.06,1047.0,65.97,,,5203219.65,637495.0,1.39,2.66,-0.0067756615746182285,-0.0014895204371156482,0.11533921570772253,-0.008830751661594896,-0.03933071258947115,-0.024538467550214455,-0.12838705432892175,-0.013736479727886839,-0.09230033820748246,-0.06455269658711033,-0.1762084746553193,-0.11183215521979561,0.011799650219094219,0.018563760732365372,-0.00114547549752909,0.00913665561014121,,,-0.05496493145246917,,,,,,,,,,5505848.22,6062861.29,6652313.87,7679163.17,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-01-29,2853.5,93.92,1175.0,65.39,,,3221553.18,637495.0,1.43,2.7,-0.010958724164290579,-0.01264347711647157,-0.0918353728807855,-0.016032407531049,-0.07440185151162099,-0.0651065416015799,-0.5224388968251118,-0.02414604230521871,-0.0717250793804383,-0.05234737793716043,-0.3055774133925234,-0.1014768839100056,-0.0067756615746182285,-0.0014895204371156482,0.11533921570772253,-0.008830751661594896,,,-0.38085389495329114,,,,,,,,,,5203219.65,5748099.62,4751765.25,10801264.87,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-01-30,2822.4,92.74,1071.9,64.35,,,4395755.17,637495.0,1.42,2.73,0.0004959087629526466,0.024182270255343384,0.042180153808163076,0.0032580899195577776,-0.046152277406384605,-0.015320558259727118,-0.3129958935942436,-0.01945769844598747,-0.058171832337116265,-0.03188088372219945,-0.24214465273085942,-0.08629114478953752,-0.010958724164290579,-0.01264347711647157,-0.0918353728807855,-0.016032407531049,,,0.3644831931658503,,,,,,,,,,3221553.18,5505848.22,6062861.29,4818898.03,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-01-31,2823.8,95.01,1118.08,64.56,,,4553040.51,637495.0,1.44,2.72,-0.0006376421626654598,-0.007925227723073275,-0.07861345026039211,0.015218186248015308,-0.051632573813508185,-0.0585152283225301,-0.39506396444746505,-0.047745171331230976,-0.04535037557873781,-0.0452127375169212,-0.19535329746139815,-0.06478638332746338,0.0004959087629526466,0.024182270255343384,0.042180153808163076,0.0032580899195577776,,,0.035781187513225454,,,,,,,,,,4395755.17,5203219.65,5748099.62,6752099.72,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-02-01,2822.0,94.26,1033.55,65.55,,,4515831.47,551408.0,1.46,2.78,-0.021454593450849466,-0.026662512528897377,-0.11545760070362988,-0.007349596702816257,-0.08926893269414543,-0.10328802486631732,-0.2494157088278911,-0.0729234366521459,-0.03270478037258325,-0.017120041507082573,-0.10819727482901015,-0.06915633695523526,-0.0006376421626654598,-0.007925227723073275,-0.07861345026039211,0.015218186248015308,,,-0.008172349865606665,-0.13503949050580788,,,,,,,,,4553040.51,3221553.18,5505848.22,6884097.9,637495.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-02-02,2762.1,91.78,920.85,65.07,,,5198787.41,551408.0,1.46,2.84,-0.041846800496768054,-0.042057594488480926,-0.2787126267884675,-0.019240314238926647,-0.052969625618011364,-0.04001422903689587,-0.047821420326397426,-0.09809567549190872,-0.010884114508523142,0.002394168082352762,0.017919601302950883,-0.05561376087643018,-0.021454593450849466,-0.026662512528897377,-0.11545760070362988,-0.007349596702816257,,,0.1512359228941731,-0.13503949050580788,,,,,,,,,4515831.47,4395755.17,5203219.65,6652313.87,551408.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-02-05,2648.9,88.0,696.86,63.83,,,3720741.75,551408.0,1.49,2.77,0.0172908499409458,0.0371425062253811,0.11760763035008265,-0.011344063671817752,0.0026767721311826936,0.012759163664419362,0.21686148343258843,-0.07733084160478686,0.025126200667324725,0.05224738455328986,0.23844928960528058,-0.03248176019507776,-0.041846800496768054,-0.042057594488480926,-0.2787126267884675,-0.019240314238926647,,,-0.2843058473899013,-0.13503949050580788,,,,,,,,,5198787.41,4553040.51,3221553.18,4751765.25,551408.0,637495.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-02-06,2695.1,91.33,783.83,63.11,,,4637440.14,551408.0,1.5,2.79,-0.0049843876441710315,-0.019012399807459425,-0.03988791704505837,-0.02502938296568571,-0.012019554930731587,-0.016560325462472263,0.07085124086338415,-0.06683344634355012,0.0022978291927989065,0.001750355987856307,0.06813772877279345,-0.025516910398759564,0.0172908499409458,0.0371425062253811,0.11760763035008265,-0.011344063671817752,,,0.24637517236986417,-0.13503949050580788,,,,,,,,,3720741.75,4515831.47,4395755.17,6062861.29,551408.0,551408.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-02-07,2681.7,89.61,753.18,61.55,,,4161106.85,551408.0,1.53,2.84,-0.03827400104330269,-0.052698024266860544,0.06703480535918183,-0.009960079072899579,0.00628219823477035,0.013302490805608943,0.19971066698606688,-0.017041211996232413,0.008281236400938228,0.023382558625436083,0.06487205110733506,0.016915425475590468,-0.0049843876441710315,-0.019012399807459425,-0.03988791704505837,-0.02502938296568571,,,-0.10271470372014324,-0.13503949050580788,,,,,,,,,4637440.14,5198787.41,4553040.51,5748099.62,551408.0,551408.0,637495.0,637495.0,0,0,0,0,1,0,0
2018-02-08,2581.0,85.01,805.4,60.94,,,5502781.98,551408.0,1.53,2.85,0.014844713625284663,0.03661128330052414,0.08613668779786392,-0.03252183554257901,0.05656415232156227,0.08616798335923465,0.14121843399888098,0.003767099696910668,0.0624416904610014,0.10116397988763441,0.06169038536162774,0.03973180415437724,-0.03827400104330269,-0.052698024266860544,0.06703480535918183,-0.009960079072899579,,,0.3224322706349154,-0.13503949050580788,,,,,,,,,4161106.85,3720741.75,4515831.47,5505848.22,551408.0,551408.0,551408.0,637495.0,0,0,0,0,1,0,0
2018-02-09,2619.6,88.18,877.85,58.99,,,4568015.72,551408.0,1.53,2.83,0.01379959725242592,0.010715798212834193,-0.014029723029481595,0.0015245196481950695,0.04208551110948831,0.042408397119248695,0.06574102162934818,0.042481914615478504,0.059285398096273666,0.07890802015816935,-0.01244829352656803,0.07791492231219646,0.014844713625284663,0.03661128330052414,0.08613668779786392,-0.03252183554257901,,,-0.1698715783030169,-0.13503949050580788,,,,,,,,,5502781.98,4637440.14,5198787.41,5203219.65,551408.0,551408.0,551408.0,637495.0,0,0,0,0,1,0,0
2018-02-12,2656.0,89.13,865.62,59.08,,,4707774.05,551408.0,1.61,2.86,0.0025945228790314008,0.007823017098489355,-0.028402612219121565,-0.0008466684105809711,0.022449428536141906,0.03948822088887033,0.021587806172692247,0.04484908140970913,0.03270480171948717,0.05532420343969154,0.006701002588454043,0.06265370604321575,0.01379959725242592,0.010715798212834193,-0.014029723029481595,0.0015245196481950695,,,0.03059497571081038,-0.13503949050580788,,,,,,,,,4568015.72,4161106.85,3720741.75,3221553.18,551408.0,551408.0,551408.0,637495.0,0,0,0,0,0,1,0
2018-02-13,2662.9,89.83,841.38,59.03,,,4638184.9,551408.0,1.57,2.83,0.013317365521330973,0.010850416460621716,0.08897150907762441,0.024762851381631996,0.014317384123530378,0.01831068145032869,-0.0027135120905906938,0.041316535944790525,0.01893411223649655,0.042925980190418614,0.013118077916979566,0.040503461666320045,0.0025945228790314008,0.007823017098489355,-0.028402612219121565,-0.0008466684105809711,,,-0.014781752323053676,-0.13503949050580788,,,,,,,,,4707774.05,5502781.98,4637440.14,4395755.17,551408.0,551408.0,551408.0,637495.0,0,0,0,0,0,1,0
2018-02-14,2698.6,90.81,919.67,60.51,,,3894887.87,551408.0,1.56,2.91,0.012007953043489108,0.02016746828676524,0.008542572371995774,0.010848232620243392,0.0019990381661678597,0.010080067819827312,-0.13483861587873192,0.03395663747182271,-0.007774902919146366,0.02221587609697771,-0.05547572244102568,0.004781148337891183,0.013317365521330973,0.010850416460621716,0.08897150907762441,0.024762851381631996,,,-0.16025601523561517,-0.13503949050580788,,,,,,,,,4638184.9,4568015.72,4161106.85,4553040.51,551408.0,551408.0,551408.0,637495.0,0,0,0,0,0,1,0
2018-02-15,2731.2,92.66,927.56,61.17,,,3832210.56,551408.0,1.56,2.9,0.0003660724132105914,-0.00714830293946198,0.01065927542833117,0.006192979375988922,0.005877538139439174,0.014995996528399743,-0.07952804863725312,0.03596470445746662,-0.014753882261547254,0.004200103099757411,-0.08018197161441874,-0.0013086865927979254,0.012007953043489108,0.02016746828676524,0.008542572371995774,0.010848232620243392,,,-0.01609219882368529,-0.13503949050580788,,,,,,,,,3894887.87,4707774.05,5502781.98,4515831.47,551408.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-02-16,2732.2,92.0,937.5,61.55,,,3599666.18,551408.0,1.59,2.87,-0.005836485320920319,0.00779562198245587,-0.05818293848613772,0.003891686442425801,0.017199886986785446,0.03649962303892066,-0.07818931515591625,0.03543300769671787,-0.004144437539895899,0.017669065573669627,-0.09769809527311721,0.013555153492232495,0.0003660724132105914,-0.00714830293946198,0.01065927542833117,0.006192979375988922,,,-0.06068152476465172,-0.13503949050580788,,,,,,,,,3832210.56,4638184.9,4568015.72,5198787.41,551408.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-02-20,2716.3,92.72,884.51,61.79,,,3374921.32,551408.0,1.64,2.88,-0.005537521533579915,-0.013354522340052436,-0.0527039304824045,-0.004379213875499584,0.010255373183345268,0.01583598255082108,-0.014886803584238065,0.017804624633506686,0.0043347360505344695,0.0064502481217329054,-0.08199295622213376,0.010624697498698635,-0.005836485320920319,0.00779562198245587,-0.05818293848613772,0.003891686442425801,,,-0.06243491722890826,-0.13503949050580788,,,,,,,,,3599666.18,3894887.87,4707774.05,3720741.75,551408.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-02-21,2701.3,91.49,839.1,61.52,,,3483705.7,551408.0,1.62,2.94,0.000999019563968373,0.002619802830120424,-0.04315359471051686,0.017402952908664178,0.004616728112966163,0.02461529874008999,0.015831590007570142,-0.0008130742784705123,0.009395621889743803,0.0255746336748278,-0.1122833493678962,-0.008160645908864951,-0.005537521533579915,-0.013354522340052436,-0.0527039304824045,-0.004379213875499584,,,0.03223316032742374,-0.13503949050580788,,,,,,,,,3374921.32,3832210.56,4638184.9,4637440.14,551408.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-02-22,2704.0,91.73,803.66,62.6,,,4030532.51,551408.0,1.61,2.92,0.015886453016760536,0.025083396995337646,0.06385313961347469,0.012856299605887286,-0.009773941085314177,0.01213580827715048,0.07936289343770629,-0.02917548913393156,0.012860732100223555,0.029009339753413677,-0.1395827781756677,-0.041421215550868584,0.000999019563968373,0.002619802830120424,-0.04315359471051686,0.017402952908664178,,,0.15696699350923926,-0.13503949050580788,,,,,,,,,3483705.7,3599666.18,3894887.87,4161106.85,551408.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-02-23,2747.3,94.06,856.65,63.41,,,2941507.37,551408.0,1.61,2.88,0.011688421260557077,0.014355323571058985,0.01199800890966807,0.00566128261524006,-0.020631420400986394,-0.010795893428642225,-0.0006539229771655796,-0.03727339105026454,0.014203603499876169,0.026024553715445008,-0.16563094558528083,-0.023778348430468485,0.015886453016760536,0.025083396995337646,0.06385313961347469,0.012856299605887286,,,-0.2701938608107145,-0.13503949050580788,,,,,,,,,4030532.51,3374921.32,3832210.56,5502781.98,551408.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-02-26,2779.6,95.42,866.99,63.77,,,2550542.63,551408.0,1.65,2.86,-0.01278099912436057,-0.012868018505643532,0.005119573085540438,-0.013736696620785504,-0.02134432452668141,-0.018830557465250926,-0.0195087801172009,-0.0218778542044853,0.0012224500857185218,0.014048828804890235,-0.21818464476561825,-0.03901374068928799,0.011688421260557077,0.014355323571058985,0.01199800890966807,0.00566128261524006,,,-0.13291305811006693,-0.13503949050580788,,,,,,,,,2941507.37,3483705.7,3599666.18,4568015.72,551408.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-02-27,2744.3,94.2,871.44,62.9,,,2682413.31,551408.0,1.64,2.9,-0.011176166603959245,-0.004575206150783627,-0.02198553689059625,-0.02299691278747673,-0.005920637132810884,-0.009385734429088265,-0.06710615263789556,-0.007179927134808118,0.0076230948508632865,0.0022268181621077597,-0.23407880085128888,-0.034779081485737016,-0.01278099912436057,-0.012868018505643532,0.005119573085540438,-0.013736696620785504,,,0.05170298996335543,-0.13503949050580788,,,,,,,,,2550542.63,4030532.51,3374921.32,4707774.05,551408.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-02-28,2713.8,93.77,852.49,61.47,,,2616280.11,551408.0,1.63,2.87,-0.013391649634312013,-0.009859687632819027,0.02037770871961936,-0.010959461946796764,0.00477889377677763,0.0009593349347377303,-0.1281149393754663,-0.00734757163039441,0.013069210236016817,0.0008527876009840641,-0.33128214835982717,-0.00734757163039441,-0.011176166603959245,-0.004575206150783627,-0.02198553689059625,-0.02299691278747673,,,-0.024654366183412768,-0.13503949050580788,,,,,,,,,2682413.31,2941507.37,3483705.7,4638184.9,551408.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-03-01,2677.7,92.85,870.04,60.8,,,2541319.27,642668.0,1.6,2.81,0.005028973701088356,0.002151695289544901,-0.016163676801397225,0.004758397689554344,0.022634673185537673,0.016873531476263054,-0.21894567161337403,-0.012245726416937074,0.025660394102074626,0.014222557016693943,-0.3548671383874813,0.007374060452715031,-0.013391649634312013,-0.009859687632819027,0.02037770871961936,-0.010959461946796764,,,-0.028651687452533436,0.008114573447634887,,,,,,,,,2616280.11,2550542.63,4030532.51,3894887.87,551408.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-03-02,2691.2,93.05,856.09,61.09,,,2442988.21,642668.0,1.62,2.86,0.010975517134862061,0.006320659534450353,-0.006856848230367254,0.021056819461019328,0.034835023900862516,0.03682044714408722,-0.16497702260811517,0.01349504261979612,0.022340729274605467,0.016520492969572767,-0.35413005496444644,0.021377332284275827,0.005028973701088356,0.002151695289544901,-0.016163676801397225,0.004758397689554344,,,-0.03869291873743985,0.008114573447634887,,,,,,,,,2541319.27,2682413.31,2941507.37,3832210.56,642668.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-03-05,2720.9,93.64,850.24,62.39,,,1857255.27,642668.0,1.67,2.88,0.0026426882695100517,-0.0034231954694809046,-0.04247779943515425,0.000961230448891843,0.022566774612400017,0.03287938627014117,-0.19867586464841738,-0.017135886484802666,-0.002944534498946671,-0.008041645223280557,-0.42446263993447614,-0.004176042047092424,0.010975517134862061,0.006320659534450353,-0.006856848230367254,0.021056819461019328,,,-0.23976085418766713,0.16550358355337602,,,,,,,,,2442988.21,2616280.11,2550542.63,3599666.18,642668.0,551408.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-03-06,2728.1,93.32,814.88,62.45,,,2206613.81,642668.0,1.65,2.88,-0.0004766356943705509,0.0057698632130425,-0.08299432362816686,-0.023164557283063138,0.013543731983673974,0.011612552591195936,-0.1669726482133933,-0.027599154350928835,-0.004113871733947914,-0.0020380806196627524,-0.3803320069514031,0.01730339226978336,0.0026426882695100517,-0.0034231954694809046,-0.04247779943515425,0.000961230448891843,,,0.18810475094250245,0.16550358355337602,,,,,,,,,1857255.27,2541319.27,2682413.31,3374921.32,642668.0,642668.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-03-07,2726.8,93.86,749.98,61.02,,,2414958.67,642668.0,1.65,2.89,0.004464129774447853,0.006054508908706222,-0.07045302351828836,-0.015857616733339328,0.008290316459239217,-0.00010654733375380523,-0.20316720898436083,0.0,-0.005479264264517823,-0.014811905442204168,-0.2916812761608653,0.062416063828085,-0.0004766356943705509,0.0057698632130425,-0.08299432362816686,-0.023164557283063138,,,0.0944183613171532,0.16550358355337602,,,,,,,,,2206613.81,2442988.21,2616280.11,3483705.7,642668.0,642668.0,551408.0,551408.0,0,0,0,0,0,1,0
2018-03-08,2739.0,94.43,698.96,60.06,,,2584791.65,642668.0,1.64,2.86,0.017229324416413224,0.02209861095736901,0.037804972203861566,0.03049916672628741,0.0030257209165371114,-0.002650974459569285,-0.1359214667741073,0.019619786869652198,-0.03541343917688514,-0.05038520874226059,-0.25826514615496365,0.0663475731265267,0.004464129774447853,0.006054508908706222,-0.07045302351828836,-0.015857616733339328,,,0.070325418861102,0.16550358355337602,,,,,,,,,2414958.67,1857255.27,2541319.27,4030532.51,642668.0,642668.0,642668.0,551408.0,0,0,0,0,0,1,0
2018-03-09,2786.6,96.54,725.89,61.92,,,2620390.74,642668.0,1.64,2.9,-0.0012927321536005858,0.002379598660504118,-0.040555690270669485,-0.009574109643579371,-0.012494294626257015,-0.02029995417451438,-0.1891530323563312,0.007882289664479921,-0.07382092514780388,-0.10198248342210028,-0.2895159865787888,0.05940789162830468,0.017229324416413224,0.02209861095736901,0.037804972203861566,0.03049916672628741,,,0.01377251818342895,0.16550358355337602,,,,,,,,,2584791.65,2206613.81,2442988.21,2941507.37,642668.0,642668.0,642668.0,551408.0,0,0,0,0,0,1,0
