t,cum_ret
0,-2.4453368002808873e-06
1,0.002490396994601704
2,0.0059630414913919546
3,0.006450669937367207
4,0.00831494938631487
5,0.015820785212886667
6,0.01706672996536748
7,0.023504204214575983
8,0.016841790290078824
9,0.01613889254963
10,0.016015594951601694
11,0.013115819810962654
12,0.017049417811127347
13,0.01778743415554233
14,0.019893319152328576
15,0.013205852551264654
16,0.008088510544598122
17,0.004246255246034794
18,0.004337808527143375
19,-0.002463958208715937
