t,cum_ret
0,-0.0020694177223464787
1,-0.0005828089020918173
2,0.00044655742941814843
3,0.00473199647005748
4,0.0036841556195959
5,0.0049013959422475935
6,0.0023915505072261358
7,0.006235493143237584
8,0.009438374831742532
9,0.007455199257218957
10,0.011471186707354537
11,0.014892992042127707
12,0.014649650375156828
13,0.01076922397822032
14,0.014610421865465278
15,0.014099558059820246
16,0.01488550863299616
17,0.017374610322051145
18,0.02077291662768239
19,0.024453281323339175
