t,cum_ret
0,-0.0012871058559952016
1,0.001508090875474011
2,0.005335694241321342
3,0.011202544507010437
4,0.014024866452012777
5,0.012998278497875734
6,0.018351183291499807
7,0.01920319662482864
8,0.019594472508198426
9,0.017473305260690825
10,0.016753767340501855
11,0.01940914384355935
12,0.019061594015860807
13,0.019462390264584878
14,0.02002595690034027
15,0.021688168332516137
16,0.023554945164184993
17,0.023994967250540455
18,0.024619775984096183
19,0.022345816774782198
