t,cum_ret
0,0.0033010762966526087
1,0.0047716724713795814
2,0.00379434979386998
3,0.0034774276849126352
4,0.0075926545679139345
5,0.00848028240707427
6,0.012543983366616144
7,0.016989347536642038
8,0.01886754159532811
9,0.020576124510956268
10,0.020744805600786554
11,0.016374157261975306
12,0.01391748855573681
13,0.013506825885929134
14,0.011381024383932244
15,0.011614528936168525
16,0.012856854907923432
17,0.013059532654351908
18,0.014607275203244976
19,0.013197774694118772
