t,cum_ret
0,0.0036029794054520062
1,0.004904704766354575
2,0.0036224405701711314
3,0.0035263941821266956
4,0.007503558565488803
5,0.007854948798978861
6,0.011967308682578575
7,0.016203068723733727
8,0.01774027378262444
9,0.019418359747249207
10,0.019613471645677536
11,0.015302422838265347
12,0.013506965339873757
13,0.013402384252537312
14,0.011198510395483335
15,0.011843614152022265
16,0.013101494746337842
17,0.013467772464627955
18,0.01496747087211777
19,0.013727196204311124
