t,cum_ret
0,-0.005028113320912963
1,-0.004121631418528906
2,-0.0034768264512332484
3,0.0006773167726491931
4,0.002064762858849749
5,0.006456851911293314
6,0.002811639388078806
7,0.0057027697812213765
8,0.003527985956895684
9,0.0016839886801629687
10,0.0020964422229741483
11,0.006440015570912069
12,0.01036470873714714
13,0.008929096165215557
14,0.013303416501408897
15,0.010580566402843874
16,0.008594322227431206
17,0.01066614427272737
18,0.01432850270184709
19,0.02002324400681448
