t,cum_ret
0,0.0006002611075423055
1,0.0033300561683226346
2,0.0026749563461542143
3,0.0038787722185362624
4,0.004317102370987613
5,0.005786987621246575
6,0.007691676615984186
7,0.0078074427615597375
8,0.011089044445212188
9,0.010358721458490799
10,0.011047030900154152
11,0.014062953814591996
12,0.012468651264040316
13,0.00990894479051232
14,0.012415683362142271
15,0.012807926504040947
16,0.010662634746922627
17,0.012787044196332401
18,0.015262275815775059
19,0.01842015639752608
