t,cum_ret
0,-0.005025637328664354
1,-0.0032005291530950537
2,-0.013077207653548886
3,-0.02485429372433427
4,-0.014212868116685717
5,-0.0030679025489186453
6,0.006062173324899795
7,0.011542446971834434
8,0.022919463887130297
9,0.02472447001725056
10,0.024714799850755607
11,0.02038695904031621
12,0.023506336185164883
13,0.020555552098103506
14,0.027125535452832587
15,0.028122357270567402
16,0.02635969484024346
17,0.03006225857165543
18,0.03464291989896545
19,0.034970967820621576
