t,cum_ret
0,-0.0030285055101709167
1,0.0017137042481667668
2,0.004217339802961513
3,0.00555168968168419
4,0.0021264682789302876
5,0.011099542838214802
6,-1.6989579437531054e-05
7,0.012004953245493147
8,0.017502540749923048
9,0.015807700412769604
10,0.0217199631313046
11,0.021415333442934094
12,0.029888069816487423
13,0.014118290075388484
14,0.02636463652724958
15,0.028173892166679988
16,0.03160177565456556
17,0.038976271912380296
18,0.05476158458568215
19,0.060164345782153676
