t,cum_ret
0,0.001896796721453534
1,0.004185233118895223
2,0.0025632090862890635
3,0.003695117756017051
4,0.0030802823067969274
5,0.0032152962086566136
6,0.003796619950486591
7,0.004084721165094878
8,0.0060694308865838435
9,0.006179764848452522
10,0.0069264371443841155
11,0.008972897940057864
12,0.00839566473357471
13,0.006648791206333766
14,0.008266159043663159
15,0.009081924699484252
16,0.006105565318220628
17,0.008379008387392809
18,0.011912439632450937
19,0.01538539120880151
