t,cum_ret
0,-0.002372329403179245
1,0.001519415632510305
2,-0.012266635586649048
3,-0.01697144376365528
4,-0.013970698856359199
5,-0.009300091170156143
6,-0.0099055497296387
7,-0.006569303275020267
8,-0.00024407249074315595
9,-0.0021628329958997394
10,0.002435455046528281
11,-0.0003278188664822717
12,0.005431383869198699
13,-0.004264746681806669
14,0.0033149060180350087
15,-0.0011646240323248966
16,0.006684312650376557
17,0.010749284317575724
18,0.021689809771245593
19,0.03125489247714697
