t,cum_ret
0,0.00014754559499640827
1,0.002104686997472312
2,0.001282554191532881
3,0.0021007978172581836
4,0.0022710302953931755
5,0.0033091194358511188
6,0.0049657913123745704
7,0.005200789404530988
8,0.007873953116997541
9,0.007026424052667774
10,0.006971892889199527
11,0.00961549599053805
12,0.007936202914051617
13,0.0046048866218939485
14,0.006191456479869403
15,0.0064365420227272254
16,0.0038809574385678444
17,0.005200464331318371
18,0.007463028373701698
19,0.010569081849757895
