t,cum_ret
0,-0.0031202390708849974
1,0.0002609099238116211
2,-0.008461530327542259
3,-0.018309621828977787
4,-0.005192739679923877
5,0.007348663731385651
6,0.017612598283424662
7,0.024363357221822365
8,0.03729552700097147
9,0.03999478031634287
10,0.04143473101757779
11,0.03811055447148406
12,0.042875953571551946
13,0.04132655913346366
14,0.049682878218458536
15,0.05133257729464337
16,0.05032419551921411
17,0.05470712616252426
18,0.060375962770374644
19,0.061736061375155
